Source,Target,Story
Tenth Doctor,Cult of Skaro,Daleks_in_Manhattan_(TV_story)
Martha Jones,Cult of Skaro,Daleks_in_Manhattan_(TV_story)
Tenth Doctor,Martha Jones,Evolution_of_the_Daleks_(TV_story)
Tenth Doctor,Dalek Sec,Evolution_of_the_Daleks_(TV_story)
Tenth Doctor,Dalek Caan,Evolution_of_the_Daleks_(TV_story)
Martha Jones,Dalek Sec,Evolution_of_the_Daleks_(TV_story)
Martha Jones,Dalek Caan,Evolution_of_the_Daleks_(TV_story)
Dalek Sec,Dalek Caan,Evolution_of_the_Daleks_(TV_story)
Tenth Doctor,Martha Jones,The_Lazarus_Experiment_(TV_story)
Tenth Doctor,Tish Jones,The_Lazarus_Experiment_(TV_story)
Tenth Doctor,Francine Jones,The_Lazarus_Experiment_(TV_story)
Tenth Doctor,Leo Jones,The_Lazarus_Experiment_(TV_story)
Tenth Doctor,Richard Lazarus,The_Lazarus_Experiment_(TV_story)
Martha Jones,Tish Jones,The_Lazarus_Experiment_(TV_story)
Martha Jones,Francine Jones,The_Lazarus_Experiment_(TV_story)
Martha Jones,Leo Jones,The_Lazarus_Experiment_(TV_story)
Martha Jones,Richard Lazarus,The_Lazarus_Experiment_(TV_story)
Tish Jones,Francine Jones,The_Lazarus_Experiment_(TV_story)
Tish Jones,Leo Jones,The_Lazarus_Experiment_(TV_story)
Tish Jones,Richard Lazarus,The_Lazarus_Experiment_(TV_story)
Francine Jones,Leo Jones,The_Lazarus_Experiment_(TV_story)
Francine Jones,Richard Lazarus,The_Lazarus_Experiment_(TV_story)
Leo Jones,Richard Lazarus,The_Lazarus_Experiment_(TV_story)
Tenth Doctor,Martha Jones,42_(TV_story)
Tenth Doctor,Francine Jones,42_(TV_story)
Tenth Doctor,Torajii,42_(TV_story)
Martha Jones,Francine Jones,42_(TV_story)
Martha Jones,Torajii,42_(TV_story)
Francine Jones,Torajii,42_(TV_story)
Tim Latimer,Tenth Doctor,Human_Nature_(TV_story)
Tim Latimer,Family of Blood,Human_Nature_(TV_story)
Tenth Doctor,Family of Blood,Human_Nature_(TV_story)
Tim Latimer,Tenth Doctor,The_Family_of_Blood_(TV_story)
Tim Latimer,Family of Blood,The_Family_of_Blood_(TV_story)
Tenth Doctor,Family of Blood,The_Family_of_Blood_(TV_story)
Tenth Doctor,Martha Jones,Blink_(TV_story)
Tenth Doctor,Weeping Angel,Blink_(TV_story)
Martha Jones,Weeping Angel,Blink_(TV_story)
Tenth Doctor,Martha Jones,Utopia_(TV_story)
Tenth Doctor,Jack Harkness,Utopia_(TV_story)
Tenth Doctor,The Master,Utopia_(TV_story)
Tenth Doctor,Futurekind,Utopia_(TV_story)
Martha Jones,Jack Harkness,Utopia_(TV_story)
Martha Jones,The Master,Utopia_(TV_story)
Martha Jones,Futurekind,Utopia_(TV_story)
Jack Harkness,The Master,Utopia_(TV_story)
Jack Harkness,Futurekind,Utopia_(TV_story)
The Master,Futurekind,Utopia_(TV_story)
Tenth Doctor,Martha Jones,The_Sound_of_Drums_(TV_story)
Tenth Doctor,Jack Harkness,The_Sound_of_Drums_(TV_story)
Tenth Doctor,Tish Jones,The_Sound_of_Drums_(TV_story)
Tenth Doctor,Francine Jones,The_Sound_of_Drums_(TV_story)
Tenth Doctor,Clive Jones,The_Sound_of_Drums_(TV_story)
Tenth Doctor,Leo Jones,The_Sound_of_Drums_(TV_story)
Tenth Doctor,The Master,The_Sound_of_Drums_(TV_story)
Martha Jones,Jack Harkness,The_Sound_of_Drums_(TV_story)
Martha Jones,Tish Jones,The_Sound_of_Drums_(TV_story)
Martha Jones,Francine Jones,The_Sound_of_Drums_(TV_story)
Martha Jones,Clive Jones,The_Sound_of_Drums_(TV_story)
Martha Jones,Leo Jones,The_Sound_of_Drums_(TV_story)
Martha Jones,The Master,The_Sound_of_Drums_(TV_story)
Jack Harkness,Tish Jones,The_Sound_of_Drums_(TV_story)
Jack Harkness,Francine Jones,The_Sound_of_Drums_(TV_story)
Jack Harkness,Clive Jones,The_Sound_of_Drums_(TV_story)
Jack Harkness,Leo Jones,The_Sound_of_Drums_(TV_story)
Jack Harkness,The Master,The_Sound_of_Drums_(TV_story)
Tish Jones,Francine Jones,The_Sound_of_Drums_(TV_story)
Tish Jones,Clive Jones,The_Sound_of_Drums_(TV_story)
Tish Jones,Leo Jones,The_Sound_of_Drums_(TV_story)
Tish Jones,The Master,The_Sound_of_Drums_(TV_story)
Francine Jones,Clive Jones,The_Sound_of_Drums_(TV_story)
Francine Jones,Leo Jones,The_Sound_of_Drums_(TV_story)
Francine Jones,The Master,The_Sound_of_Drums_(TV_story)
Clive Jones,Leo Jones,The_Sound_of_Drums_(TV_story)
Clive Jones,The Master,The_Sound_of_Drums_(TV_story)
Leo Jones,The Master,The_Sound_of_Drums_(TV_story)
Tenth Doctor,Martha Jones,Last_of_the_Time_Lords_(TV_story)
Tenth Doctor,Jack Harkness,Last_of_the_Time_Lords_(TV_story)
Tenth Doctor,Francine Jones,Last_of_the_Time_Lords_(TV_story)
Tenth Doctor,Tish Jones,Last_of_the_Time_Lords_(TV_story)
Tenth Doctor,Clive Jones,Last_of_the_Time_Lords_(TV_story)
Tenth Doctor,The Master,Last_of_the_Time_Lords_(TV_story)
Martha Jones,Jack Harkness,Last_of_the_Time_Lords_(TV_story)
Martha Jones,Francine Jones,Last_of_the_Time_Lords_(TV_story)
Martha Jones,Tish Jones,Last_of_the_Time_Lords_(TV_story)
Martha Jones,Clive Jones,Last_of_the_Time_Lords_(TV_story)
Martha Jones,The Master,Last_of_the_Time_Lords_(TV_story)
Jack Harkness,Francine Jones,Last_of_the_Time_Lords_(TV_story)
Jack Harkness,Tish Jones,Last_of_the_Time_Lords_(TV_story)
Jack Harkness,Clive Jones,Last_of_the_Time_Lords_(TV_story)
Jack Harkness,The Master,Last_of_the_Time_Lords_(TV_story)
Francine Jones,Tish Jones,Last_of_the_Time_Lords_(TV_story)
Francine Jones,Clive Jones,Last_of_the_Time_Lords_(TV_story)
Francine Jones,The Master,Last_of_the_Time_Lords_(TV_story)
Tish Jones,Clive Jones,Last_of_the_Time_Lords_(TV_story)
Tish Jones,The Master,Last_of_the_Time_Lords_(TV_story)
Clive Jones,The Master,Last_of_the_Time_Lords_(TV_story)
Tenth Doctor,Astrid Peth,Voyage_of_the_Damned_(TV_story)
Tenth Doctor,Copper (Voyage of the Damned),Voyage_of_the_Damned_(TV_story)
Tenth Doctor,Alonso Frame,Voyage_of_the_Damned_(TV_story)
Tenth Doctor,Wilfred Mott,Voyage_of_the_Damned_(TV_story)
Tenth Doctor,Max Capricorn,Voyage_of_the_Damned_(TV_story)
Tenth Doctor,Heavenly Host,Voyage_of_the_Damned_(TV_story)
Astrid Peth,Copper (Voyage of the Damned),Voyage_of_the_Damned_(TV_story)
Astrid Peth,Alonso Frame,Voyage_of_the_Damned_(TV_story)
Astrid Peth,Wilfred Mott,Voyage_of_the_Damned_(TV_story)
Astrid Peth,Max Capricorn,Voyage_of_the_Damned_(TV_story)
Astrid Peth,Heavenly Host,Voyage_of_the_Damned_(TV_story)
Copper (Voyage of the Damned),Alonso Frame,Voyage_of_the_Damned_(TV_story)
Copper (Voyage of the Damned),Wilfred Mott,Voyage_of_the_Damned_(TV_story)
Copper (Voyage of the Damned),Max Capricorn,Voyage_of_the_Damned_(TV_story)
Copper (Voyage of the Damned),Heavenly Host,Voyage_of_the_Damned_(TV_story)
Alonso Frame,Wilfred Mott,Voyage_of_the_Damned_(TV_story)
Alonso Frame,Max Capricorn,Voyage_of_the_Damned_(TV_story)
Alonso Frame,Heavenly Host,Voyage_of_the_Damned_(TV_story)
Wilfred Mott,Max Capricorn,Voyage_of_the_Damned_(TV_story)
Wilfred Mott,Heavenly Host,Voyage_of_the_Damned_(TV_story)
Max Capricorn,Heavenly Host,Voyage_of_the_Damned_(TV_story)
Tenth Doctor,Donna Noble,Partners_in_Crime_(TV_story)
Tenth Doctor,Sylvia Noble,Partners_in_Crime_(TV_story)
Tenth Doctor,Wilfred Mott,Partners_in_Crime_(TV_story)
Tenth Doctor,Rose Tyler,Partners_in_Crime_(TV_story)
Tenth Doctor,Cofelia,Partners_in_Crime_(TV_story)
Donna Noble,Sylvia Noble,Partners_in_Crime_(TV_story)
Donna Noble,Wilfred Mott,Partners_in_Crime_(TV_story)
Donna Noble,Rose Tyler,Partners_in_Crime_(TV_story)
Donna Noble,Cofelia,Partners_in_Crime_(TV_story)
Sylvia Noble,Wilfred Mott,Partners_in_Crime_(TV_story)
Sylvia Noble,Rose Tyler,Partners_in_Crime_(TV_story)
Sylvia Noble,Cofelia,Partners_in_Crime_(TV_story)
Wilfred Mott,Rose Tyler,Partners_in_Crime_(TV_story)
Wilfred Mott,Cofelia,Partners_in_Crime_(TV_story)
Rose Tyler,Cofelia,Partners_in_Crime_(TV_story)
Tenth Doctor,Donna Noble,The_Fires_of_Pompeii_(TV_story)
Tenth Doctor,High Priestess (The Fires of Pompeii),The_Fires_of_Pompeii_(TV_story)
Donna Noble,High Priestess (The Fires of Pompeii),The_Fires_of_Pompeii_(TV_story)
Tenth Doctor,Donna Noble,Planet_of_the_Ood_(TV_story)
Tenth Doctor,Ood Sigma,Planet_of_the_Ood_(TV_story)
Tenth Doctor,Klineman Halpen,Planet_of_the_Ood_(TV_story)
Donna Noble,Ood Sigma,Planet_of_the_Ood_(TV_story)
Donna Noble,Klineman Halpen,Planet_of_the_Ood_(TV_story)
Ood Sigma,Klineman Halpen,Planet_of_the_Ood_(TV_story)
Tenth Doctor,Donna Noble,The_Sontaran_Stratagem_(TV_story)
Tenth Doctor,Martha Jones,The_Sontaran_Stratagem_(TV_story)
Tenth Doctor,Wilfred Mott,The_Sontaran_Stratagem_(TV_story)
Tenth Doctor,Sylvia Noble,The_Sontaran_Stratagem_(TV_story)
Tenth Doctor,Mace (The Sontaran Stratagem),The_Sontaran_Stratagem_(TV_story)
Tenth Doctor,Ross Jenkins,The_Sontaran_Stratagem_(TV_story)
Tenth Doctor,Staal,The_Sontaran_Stratagem_(TV_story)
Donna Noble,Martha Jones,The_Sontaran_Stratagem_(TV_story)
Donna Noble,Wilfred Mott,The_Sontaran_Stratagem_(TV_story)
Donna Noble,Sylvia Noble,The_Sontaran_Stratagem_(TV_story)
Donna Noble,Mace (The Sontaran Stratagem),The_Sontaran_Stratagem_(TV_story)
Donna Noble,Ross Jenkins,The_Sontaran_Stratagem_(TV_story)
Donna Noble,Staal,The_Sontaran_Stratagem_(TV_story)
Martha Jones,Wilfred Mott,The_Sontaran_Stratagem_(TV_story)
Martha Jones,Sylvia Noble,The_Sontaran_Stratagem_(TV_story)
Martha Jones,Mace (The Sontaran Stratagem),The_Sontaran_Stratagem_(TV_story)
Martha Jones,Ross Jenkins,The_Sontaran_Stratagem_(TV_story)
Martha Jones,Staal,The_Sontaran_Stratagem_(TV_story)
Wilfred Mott,Sylvia Noble,The_Sontaran_Stratagem_(TV_story)
Wilfred Mott,Mace (The Sontaran Stratagem),The_Sontaran_Stratagem_(TV_story)
Wilfred Mott,Ross Jenkins,The_Sontaran_Stratagem_(TV_story)
Wilfred Mott,Staal,The_Sontaran_Stratagem_(TV_story)
Sylvia Noble,Mace (The Sontaran Stratagem),The_Sontaran_Stratagem_(TV_story)
Sylvia Noble,Ross Jenkins,The_Sontaran_Stratagem_(TV_story)
Sylvia Noble,Staal,The_Sontaran_Stratagem_(TV_story)
Mace (The Sontaran Stratagem),Ross Jenkins,The_Sontaran_Stratagem_(TV_story)
Mace (The Sontaran Stratagem),Staal,The_Sontaran_Stratagem_(TV_story)
Ross Jenkins,Staal,The_Sontaran_Stratagem_(TV_story)
Tenth Doctor,Donna Noble,The_Poison_Sky_(TV_story)
Tenth Doctor,Martha Jones,The_Poison_Sky_(TV_story)
Tenth Doctor,Wilfred Mott,The_Poison_Sky_(TV_story)
Tenth Doctor,Sylvia Noble,The_Poison_Sky_(TV_story)
Tenth Doctor,Mace (The Sontaran Stratagem),The_Poison_Sky_(TV_story)
Tenth Doctor,Ross Jenkins,The_Poison_Sky_(TV_story)
Tenth Doctor,Staal,The_Poison_Sky_(TV_story)
Donna Noble,Martha Jones,The_Poison_Sky_(TV_story)
Donna Noble,Wilfred Mott,The_Poison_Sky_(TV_story)
Donna Noble,Sylvia Noble,The_Poison_Sky_(TV_story)
Donna Noble,Mace (The Sontaran Stratagem),The_Poison_Sky_(TV_story)
Donna Noble,Ross Jenkins,The_Poison_Sky_(TV_story)
Donna Noble,Staal,The_Poison_Sky_(TV_story)
Martha Jones,Wilfred Mott,The_Poison_Sky_(TV_story)
Martha Jones,Sylvia Noble,The_Poison_Sky_(TV_story)
Martha Jones,Mace (The Sontaran Stratagem),The_Poison_Sky_(TV_story)
Martha Jones,Ross Jenkins,The_Poison_Sky_(TV_story)
Martha Jones,Staal,The_Poison_Sky_(TV_story)
Wilfred Mott,Sylvia Noble,The_Poison_Sky_(TV_story)
Wilfred Mott,Mace (The Sontaran Stratagem),The_Poison_Sky_(TV_story)
Wilfred Mott,Ross Jenkins,The_Poison_Sky_(TV_story)
Wilfred Mott,Staal,The_Poison_Sky_(TV_story)
Sylvia Noble,Mace (The Sontaran Stratagem),The_Poison_Sky_(TV_story)
Sylvia Noble,Ross Jenkins,The_Poison_Sky_(TV_story)
Sylvia Noble,Staal,The_Poison_Sky_(TV_story)
Mace (The Sontaran Stratagem),Ross Jenkins,The_Poison_Sky_(TV_story)
Mace (The Sontaran Stratagem),Staal,The_Poison_Sky_(TV_story)
Ross Jenkins,Staal,The_Poison_Sky_(TV_story)
Tenth Doctor,Donna Noble,The_Doctor%27s_Daughter_(TV_story)
Tenth Doctor,Martha Jones,The_Doctor%27s_Daughter_(TV_story)
Tenth Doctor,Jenny (The Doctor's Daughter),The_Doctor%27s_Daughter_(TV_story)
Tenth Doctor,Cobb (The Doctor's Daughter),The_Doctor%27s_Daughter_(TV_story)
Donna Noble,Martha Jones,The_Doctor%27s_Daughter_(TV_story)
Donna Noble,Jenny (The Doctor's Daughter),The_Doctor%27s_Daughter_(TV_story)
Donna Noble,Cobb (The Doctor's Daughter),The_Doctor%27s_Daughter_(TV_story)
Martha Jones,Jenny (The Doctor's Daughter),The_Doctor%27s_Daughter_(TV_story)
Martha Jones,Cobb (The Doctor's Daughter),The_Doctor%27s_Daughter_(TV_story)
Jenny (The Doctor's Daughter),Cobb (The Doctor's Daughter),The_Doctor%27s_Daughter_(TV_story)
Tenth Doctor,Donna Noble,The_Unicorn_and_the_Wasp_(TV_story)
Tenth Doctor,Agatha Christie,The_Unicorn_and_the_Wasp_(TV_story)
Tenth Doctor,Arnold Golightly,The_Unicorn_and_the_Wasp_(TV_story)
Donna Noble,Agatha Christie,The_Unicorn_and_the_Wasp_(TV_story)
Donna Noble,Arnold Golightly,The_Unicorn_and_the_Wasp_(TV_story)
Agatha Christie,Arnold Golightly,The_Unicorn_and_the_Wasp_(TV_story)
Tenth Doctor,Donna Noble,Silence_in_the_Library_(TV_story)
Tenth Doctor,River Song,Silence_in_the_Library_(TV_story)
Tenth Doctor,Vashta Nerada,Silence_in_the_Library_(TV_story)
Donna Noble,River Song,Silence_in_the_Library_(TV_story)
Donna Noble,Vashta Nerada,Silence_in_the_Library_(TV_story)
River Song,Vashta Nerada,Silence_in_the_Library_(TV_story)
Tenth Doctor,Donna Noble,Forest_of_the_Dead_(TV_story)
Tenth Doctor,River Song,Forest_of_the_Dead_(TV_story)
Tenth Doctor,Vashta Nerada,Forest_of_the_Dead_(TV_story)
Donna Noble,River Song,Forest_of_the_Dead_(TV_story)
Donna Noble,Vashta Nerada,Forest_of_the_Dead_(TV_story)
River Song,Vashta Nerada,Forest_of_the_Dead_(TV_story)
Tenth Doctor,Midnight entity,Midnight_(TV_story)
Tenth Doctor,Erisa Magambo,Turn_Left_(TV_story)
Tenth Doctor,Time Beetle,Turn_Left_(TV_story)
Erisa Magambo,Time Beetle,Turn_Left_(TV_story)
Tenth Doctor,Donna Noble,The_Stolen_Earth_(TV_story)
Tenth Doctor,Rose Tyler,The_Stolen_Earth_(TV_story)
Tenth Doctor,Wilfred Mott,The_Stolen_Earth_(TV_story)
Tenth Doctor,Sylvia Noble,The_Stolen_Earth_(TV_story)
Tenth Doctor,Jack Harkness,The_Stolen_Earth_(TV_story)
Tenth Doctor,Gwen Cooper,The_Stolen_Earth_(TV_story)
Tenth Doctor,Ianto Jones,The_Stolen_Earth_(TV_story)
Tenth Doctor,Sarah Jane Smith,The_Stolen_Earth_(TV_story)
Tenth Doctor,Luke Smith,The_Stolen_Earth_(TV_story)
Tenth Doctor,Mr Smith,The_Stolen_Earth_(TV_story)
Tenth Doctor,Martha Jones,The_Stolen_Earth_(TV_story)
Tenth Doctor,Harriet Jones,The_Stolen_Earth_(TV_story)
Tenth Doctor,Francine Jones,The_Stolen_Earth_(TV_story)
Tenth Doctor,Supreme Dalek (The Stolen Earth),The_Stolen_Earth_(TV_story)
Tenth Doctor,Davros,The_Stolen_Earth_(TV_story)
Donna Noble,Rose Tyler,The_Stolen_Earth_(TV_story)
Donna Noble,Wilfred Mott,The_Stolen_Earth_(TV_story)
Donna Noble,Sylvia Noble,The_Stolen_Earth_(TV_story)
Donna Noble,Jack Harkness,The_Stolen_Earth_(TV_story)
Donna Noble,Gwen Cooper,The_Stolen_Earth_(TV_story)
Donna Noble,Ianto Jones,The_Stolen_Earth_(TV_story)
Donna Noble,Sarah Jane Smith,The_Stolen_Earth_(TV_story)
Donna Noble,Luke Smith,The_Stolen_Earth_(TV_story)
Donna Noble,Mr Smith,The_Stolen_Earth_(TV_story)
Donna Noble,Martha Jones,The_Stolen_Earth_(TV_story)
Donna Noble,Harriet Jones,The_Stolen_Earth_(TV_story)
Donna Noble,Francine Jones,The_Stolen_Earth_(TV_story)
Donna Noble,Supreme Dalek (The Stolen Earth),The_Stolen_Earth_(TV_story)
Donna Noble,Davros,The_Stolen_Earth_(TV_story)
Rose Tyler,Wilfred Mott,The_Stolen_Earth_(TV_story)
Rose Tyler,Sylvia Noble,The_Stolen_Earth_(TV_story)
Rose Tyler,Jack Harkness,The_Stolen_Earth_(TV_story)
Rose Tyler,Gwen Cooper,The_Stolen_Earth_(TV_story)
Rose Tyler,Ianto Jones,The_Stolen_Earth_(TV_story)
Rose Tyler,Sarah Jane Smith,The_Stolen_Earth_(TV_story)
Rose Tyler,Luke Smith,The_Stolen_Earth_(TV_story)
Rose Tyler,Mr Smith,The_Stolen_Earth_(TV_story)
Rose Tyler,Martha Jones,The_Stolen_Earth_(TV_story)
Rose Tyler,Harriet Jones,The_Stolen_Earth_(TV_story)
Rose Tyler,Francine Jones,The_Stolen_Earth_(TV_story)
Rose Tyler,Supreme Dalek (The Stolen Earth),The_Stolen_Earth_(TV_story)
Rose Tyler,Davros,The_Stolen_Earth_(TV_story)
Wilfred Mott,Sylvia Noble,The_Stolen_Earth_(TV_story)
Wilfred Mott,Jack Harkness,The_Stolen_Earth_(TV_story)
Wilfred Mott,Gwen Cooper,The_Stolen_Earth_(TV_story)
Wilfred Mott,Ianto Jones,The_Stolen_Earth_(TV_story)
Wilfred Mott,Sarah Jane Smith,The_Stolen_Earth_(TV_story)
Wilfred Mott,Luke Smith,The_Stolen_Earth_(TV_story)
Wilfred Mott,Mr Smith,The_Stolen_Earth_(TV_story)
Wilfred Mott,Martha Jones,The_Stolen_Earth_(TV_story)
Wilfred Mott,Harriet Jones,The_Stolen_Earth_(TV_story)
Wilfred Mott,Francine Jones,The_Stolen_Earth_(TV_story)
Wilfred Mott,Supreme Dalek (The Stolen Earth),The_Stolen_Earth_(TV_story)
Wilfred Mott,Davros,The_Stolen_Earth_(TV_story)
Sylvia Noble,Jack Harkness,The_Stolen_Earth_(TV_story)
Sylvia Noble,Gwen Cooper,The_Stolen_Earth_(TV_story)
Sylvia Noble,Ianto Jones,The_Stolen_Earth_(TV_story)
Sylvia Noble,Sarah Jane Smith,The_Stolen_Earth_(TV_story)
Sylvia Noble,Luke Smith,The_Stolen_Earth_(TV_story)
Sylvia Noble,Mr Smith,The_Stolen_Earth_(TV_story)
Sylvia Noble,Martha Jones,The_Stolen_Earth_(TV_story)
Sylvia Noble,Harriet Jones,The_Stolen_Earth_(TV_story)
Sylvia Noble,Francine Jones,The_Stolen_Earth_(TV_story)
Sylvia Noble,Supreme Dalek (The Stolen Earth),The_Stolen_Earth_(TV_story)
Sylvia Noble,Davros,The_Stolen_Earth_(TV_story)
Jack Harkness,Gwen Cooper,The_Stolen_Earth_(TV_story)
Jack Harkness,Ianto Jones,The_Stolen_Earth_(TV_story)
Jack Harkness,Sarah Jane Smith,The_Stolen_Earth_(TV_story)
Jack Harkness,Luke Smith,The_Stolen_Earth_(TV_story)
Jack Harkness,Mr Smith,The_Stolen_Earth_(TV_story)
Jack Harkness,Martha Jones,The_Stolen_Earth_(TV_story)
Jack Harkness,Harriet Jones,The_Stolen_Earth_(TV_story)
Jack Harkness,Francine Jones,The_Stolen_Earth_(TV_story)
Jack Harkness,Supreme Dalek (The Stolen Earth),The_Stolen_Earth_(TV_story)
Jack Harkness,Davros,The_Stolen_Earth_(TV_story)
Gwen Cooper,Ianto Jones,The_Stolen_Earth_(TV_story)
Gwen Cooper,Sarah Jane Smith,The_Stolen_Earth_(TV_story)
Gwen Cooper,Luke Smith,The_Stolen_Earth_(TV_story)
Gwen Cooper,Mr Smith,The_Stolen_Earth_(TV_story)
Gwen Cooper,Martha Jones,The_Stolen_Earth_(TV_story)
Gwen Cooper,Harriet Jones,The_Stolen_Earth_(TV_story)
Gwen Cooper,Francine Jones,The_Stolen_Earth_(TV_story)
Gwen Cooper,Supreme Dalek (The Stolen Earth),The_Stolen_Earth_(TV_story)
Gwen Cooper,Davros,The_Stolen_Earth_(TV_story)
Ianto Jones,Sarah Jane Smith,The_Stolen_Earth_(TV_story)
Ianto Jones,Luke Smith,The_Stolen_Earth_(TV_story)
Ianto Jones,Mr Smith,The_Stolen_Earth_(TV_story)
Ianto Jones,Martha Jones,The_Stolen_Earth_(TV_story)
Ianto Jones,Harriet Jones,The_Stolen_Earth_(TV_story)
Ianto Jones,Francine Jones,The_Stolen_Earth_(TV_story)
Ianto Jones,Supreme Dalek (The Stolen Earth),The_Stolen_Earth_(TV_story)
Ianto Jones,Davros,The_Stolen_Earth_(TV_story)
Sarah Jane Smith,Luke Smith,The_Stolen_Earth_(TV_story)
Sarah Jane Smith,Mr Smith,The_Stolen_Earth_(TV_story)
Sarah Jane Smith,Martha Jones,The_Stolen_Earth_(TV_story)
Sarah Jane Smith,Harriet Jones,The_Stolen_Earth_(TV_story)
Sarah Jane Smith,Francine Jones,The_Stolen_Earth_(TV_story)
Sarah Jane Smith,Supreme Dalek (The Stolen Earth),The_Stolen_Earth_(TV_story)
Sarah Jane Smith,Davros,The_Stolen_Earth_(TV_story)
Luke Smith,Mr Smith,The_Stolen_Earth_(TV_story)
Luke Smith,Martha Jones,The_Stolen_Earth_(TV_story)
Luke Smith,Harriet Jones,The_Stolen_Earth_(TV_story)
Luke Smith,Francine Jones,The_Stolen_Earth_(TV_story)
Luke Smith,Supreme Dalek (The Stolen Earth),The_Stolen_Earth_(TV_story)
Luke Smith,Davros,The_Stolen_Earth_(TV_story)
Mr Smith,Martha Jones,The_Stolen_Earth_(TV_story)
Mr Smith,Harriet Jones,The_Stolen_Earth_(TV_story)
Mr Smith,Francine Jones,The_Stolen_Earth_(TV_story)
Mr Smith,Supreme Dalek (The Stolen Earth),The_Stolen_Earth_(TV_story)
Mr Smith,Davros,The_Stolen_Earth_(TV_story)
Martha Jones,Harriet Jones,The_Stolen_Earth_(TV_story)
Martha Jones,Francine Jones,The_Stolen_Earth_(TV_story)
Martha Jones,Supreme Dalek (The Stolen Earth),The_Stolen_Earth_(TV_story)
Martha Jones,Davros,The_Stolen_Earth_(TV_story)
Harriet Jones,Francine Jones,The_Stolen_Earth_(TV_story)
Harriet Jones,Supreme Dalek (The Stolen Earth),The_Stolen_Earth_(TV_story)
Harriet Jones,Davros,The_Stolen_Earth_(TV_story)
Francine Jones,Supreme Dalek (The Stolen Earth),The_Stolen_Earth_(TV_story)
Francine Jones,Davros,The_Stolen_Earth_(TV_story)
Supreme Dalek (The Stolen Earth),Davros,The_Stolen_Earth_(TV_story)
Tenth Doctor,Rose Tyler,Journey%27s_End_(TV_story)
Tenth Doctor,Mickey Smith,Journey%27s_End_(TV_story)
Tenth Doctor,Sarah Jane Smith,Journey%27s_End_(TV_story)
Tenth Doctor,Jackie Tyler,Journey%27s_End_(TV_story)
Tenth Doctor,Donna Noble,Journey%27s_End_(TV_story)
Tenth Doctor,Martha Jones,Journey%27s_End_(TV_story)
Tenth Doctor,Jack Harkness,Journey%27s_End_(TV_story)
Tenth Doctor,Tenth Doctor (Journey's End),Journey%27s_End_(TV_story)
Tenth Doctor,Wilfred Mott,Journey%27s_End_(TV_story)
Tenth Doctor,Sylvia Noble,Journey%27s_End_(TV_story)
Tenth Doctor,K9 Mark IV,Journey%27s_End_(TV_story)
Tenth Doctor,Gwen Cooper,Journey%27s_End_(TV_story)
Tenth Doctor,Ianto Jones,Journey%27s_End_(TV_story)
Tenth Doctor,Luke Smith,Journey%27s_End_(TV_story)
Tenth Doctor,Mr Smith,Journey%27s_End_(TV_story)
Tenth Doctor,Francine Jones,Journey%27s_End_(TV_story)
Tenth Doctor,Dalek Caan,Journey%27s_End_(TV_story)
Tenth Doctor,Supreme Dalek (The Stolen Earth),Journey%27s_End_(TV_story)
Tenth Doctor,Davros,Journey%27s_End_(TV_story)
Rose Tyler,Mickey Smith,Journey%27s_End_(TV_story)
Rose Tyler,Sarah Jane Smith,Journey%27s_End_(TV_story)
Rose Tyler,Jackie Tyler,Journey%27s_End_(TV_story)
Rose Tyler,Donna Noble,Journey%27s_End_(TV_story)
Rose Tyler,Martha Jones,Journey%27s_End_(TV_story)
Rose Tyler,Jack Harkness,Journey%27s_End_(TV_story)
Rose Tyler,Tenth Doctor (Journey's End),Journey%27s_End_(TV_story)
Rose Tyler,Wilfred Mott,Journey%27s_End_(TV_story)
Rose Tyler,Sylvia Noble,Journey%27s_End_(TV_story)
Rose Tyler,K9 Mark IV,Journey%27s_End_(TV_story)
Rose Tyler,Gwen Cooper,Journey%27s_End_(TV_story)
Rose Tyler,Ianto Jones,Journey%27s_End_(TV_story)
Rose Tyler,Luke Smith,Journey%27s_End_(TV_story)
Rose Tyler,Mr Smith,Journey%27s_End_(TV_story)
Rose Tyler,Francine Jones,Journey%27s_End_(TV_story)
Rose Tyler,Dalek Caan,Journey%27s_End_(TV_story)
Rose Tyler,Supreme Dalek (The Stolen Earth),Journey%27s_End_(TV_story)
Rose Tyler,Davros,Journey%27s_End_(TV_story)
Mickey Smith,Sarah Jane Smith,Journey%27s_End_(TV_story)
Mickey Smith,Jackie Tyler,Journey%27s_End_(TV_story)
Mickey Smith,Donna Noble,Journey%27s_End_(TV_story)
Mickey Smith,Martha Jones,Journey%27s_End_(TV_story)
Mickey Smith,Jack Harkness,Journey%27s_End_(TV_story)
Mickey Smith,Tenth Doctor (Journey's End),Journey%27s_End_(TV_story)
Mickey Smith,Wilfred Mott,Journey%27s_End_(TV_story)
Mickey Smith,Sylvia Noble,Journey%27s_End_(TV_story)
Mickey Smith,K9 Mark IV,Journey%27s_End_(TV_story)
Mickey Smith,Gwen Cooper,Journey%27s_End_(TV_story)
Mickey Smith,Ianto Jones,Journey%27s_End_(TV_story)
Mickey Smith,Luke Smith,Journey%27s_End_(TV_story)
Mickey Smith,Mr Smith,Journey%27s_End_(TV_story)
Mickey Smith,Francine Jones,Journey%27s_End_(TV_story)
Mickey Smith,Dalek Caan,Journey%27s_End_(TV_story)
